STRING,OUTCOME
HDIBADIEDJFGGG,NO
AHJDGAAIGEGEFGGDAHB,NO
CCGADIGHFHDGIBH,NO
CFFHJEBCAIEBHFBGHAHF,NO
JFADBEBHC,NO
EGHCEIEGBAEB,NO
FECFEBEGGBEBCIEBJ,NO
JBGBHBCFFBIBEFFCHEH,NO
JBCGEHBABAJGGIF,NO
ABCIEFAABAFE,NO
IGGEADJA,NO
IAAJDGFJ,NO
GAIHDAFH,NO
FIFBECH,NO
DJAHEJHDJGGBJGIB,NO
FEAGDJGHEDIEBA,NO
GJCGFEDCEIHBHHIDE,NO
ECDGDBCDDABIB,NO
IDGIDAIJ,NO
JJHFJDJDBCCGDGJADFA,NO
JHICFAJCDAFDC,NO
DBGIEFIHDCBJDACC,NO
IJDJIGBF,NO
GHEJAGFJGEAJHCCDEFEC,NO
FIFJFFDIAEDHFAGIFICF,NO
BBEEEBHJAJDGGHEG,NO
GJGFFDJIHIFCHJJCGI,NO
GGIFHJIIAICCA,NO
IDAICHBGFJDADJBHBJJA,NO
JADBIBFGAIA,NO
IBAFAEGBJHBEEBIFDA,NO
BIIFGAG,NO
EHDDFBGACJGBCCFBADJH,NO
HHCIGAJAHDF,NO
FDGHCA,NO
HEBBDJGFDCEED,NO
CJDHBGGIIFFEI,NO
DFEAACFFI,NO
DBCIJIF,NO
DBABJEECHEJCJ,NO
AFCBGDHICFJBHFJGH,NO
EEAACGJBDFJAFJBFEEF,NO
ECHEJFJBBEAJ,NO
JFBDBACFG,NO
AAEFGBBFA,NO
EBBFJEDBFDACJDBJG,NO
CIDADIBFAFAF,NO
FGBAGFHJGI,NO
HEGIBJHDBGJJDFGGABJ,NO
FDDDAIFHJJGD,NO
CEDJCFJHEE,NO
GCBFAJGIJ,NO
JFJHDC,NO
FFFHCBGICHJ,NO
GFFEFHEHABDHH,NO
IEFHJHBDCEBAEJEHB,NO
DAHIIGHDJBAAEEFEHDJ,NO
EICFHFBHBIDFA,NO
BGEBHH,NO
EAJEDBABGIECIF,NO
BGHJIHDGFIJJDJBDCGH,NO
JEEHFJAJFHGFHHBBCHGB,NO
DAEHAIIEHJIFC,NO
JFCAEEADBJGEAAEECGHA,NO
EGAFAIICEAHACB,NO
JAIBFGHGH,NO
EIIEGFIDGEIJ,NO
GGABCJJBDFJHB,NO
JIBHEJHJA,NO
CBAJGGJAGBFDEDJGBC,NO
BEIGEJCDJDHHDDIE,NO
FAAGEBE,NO
BAAJHHFAHFFEG,NO
IIDAHDHF,NO
EIHCAHCEFIEAJC,NO
EGCBEBCJGAHDECG,NO
JGEEEDGCGCFGCE,NO
GDBHFDIGBAAAFJBEEHG,NO
HDCGGIEHAGJAIBFI,NO
BIEACE,NO
IJBAEDAFIAIB,NO
CAIAIADGB,NO
AEGDCGFIGCEHFGF,NO
JFAIIHFIFFIE,NO
EBDFBDDCDHCJHFEEA,NO
CAAEIADAI,NO
AFGHHBBACHFDI,NO
CGGIEDIJ,NO
ICFBGHGFA,NO
GCIJIJJDBBFABBJ,NO
JABAFGAEHFEFFAHDAEJ,NO
IFCGFHJIDFCHFCGCFEI,NO
JIFIDI,NO
IBFHDIHHABGIAJ,NO
IIDIFDEDAJFFHCI,NO
EJHBCIFIFEJDAIFADC,NO
FDDCFGAE,NO
BCEHJBFFAHDIAFIBC,NO
DHEEEDD,NO
GIGJBGCH,NO
DCJJBD,NO
JHBGAFIAAAAAICHBIB,NO
BICBHH,NO
AHCEHCFADHCACJIGGG,NO
EFHFAHADDGFHACEJFH,STEAL
GJGCIAHHJDECAHDJA,NO
FFCDAIHAD,STEAL
FCHFDABCFEAJGJADCDEJ,NO
DHGAFJDHDDDCABAFJJ,NO
BCDIEH,NO
EFHJDDG,NO
DCHDDBIGJABAFI,NO
DDGGGFDEBHJAIDE,NO
CBAJGHAHFIGED,NO
BIFIFDIHFD,NO
BADHFHIGBDEJ,NO
EAFGGDDCIEABEDII,NO
FEHDCGGCFIJBFDGDB,NO
JIICFBEEICDHDAGIJC,NO
JHAFBFBBJCEGDF,NO
JGHIABEIIHBJEFEIIIE,NO
DBGHCGB,NO
GGFCAE,NO
ECEGDAGACDHEEJFE,NO
JCAFGAGGIEIBFDGHAIAG,NO
BCFIHJABAGI,NO
JFEJBHCDJD,NO
BIEBDJIFIJFJHAACB,NO
JIJIIGICHGJDJFGGBCC,NO
FJBHAI,NO
DFFEBEIJJCBFAIA,NO
JIJCIEGFHFHFCFBBC,NO
GCJBBCJACCCHDFJEJEC,NO
BBAIJBBJIFIFEDHDBDAB,NO
BIBGHHCBIJJ,NO
DFDHIAHFABDC,NO
GICIBIJDAIHCGC,NO
JDIDCCAFDEGFABB,NO
FBFGEIIJBGDB,NO
GDBBDJHDBC,NO
IEECFDGCBABBICA,NO
AFHAHBJCDCDBI,NO
EIDFEBBCJJGFBEJDGFF,NO
HJBFCIJECIEJCFCA,NO
EHJBAFIDBAJBGFBADJGB,NO
JGIBJHJGJFJBIECH,NO
BEJFGJFJJHJG,NO
JFFAJCFJDJ,NO
JHFAIJG,NO
EDIJGJJFGDFJI,NO
IGCADAACJJAJJHDGGHB,NO
GHBHIHFIF,NO
AJIHHEGJ,NO
BGDFFFGFHEJCJGGHIAC,NO
AHAAAGJJDGFIJFJEFI,NO
FAJCEAAJJDAGHCEGIFEF,NO
CFADHGCEFCEGIIJDDFI,NO
BDFGHDHFAJFEI,NO
JHCBICBDEGFACJDFACBI,NO
HDEDHDJFCFICDFGCEFI,NO
IEGEFFBIHHIGBBABC,NO
CJFHICGDGF,NO
BDGBCJBDF,NO
IJDDEHGAIJAFIEFEFHC,NO
BGGGAHDHIFCDJHIEBF,NO
GGEJGCH,NO
DJGGCHIAJADG,NO
BAAEGEJHDHJDADA,NO
AFJIJCEIIAB,NO
CCDHBGID,NO
CHBAJJABFCJECFABDII,NO
HDHBEBBIIGFEACJ,NO
FBBDFDGHBGFCICAA,NO
JDIIAAEHBEGHEEIJEE,NO
JHAGDDJGBH,NO
HCEABGBFFFACJFGBHBBA,NO
EJHCDBDA,NO
HDCDCD,NO
IDHIGGGJFCA,NO
IAFJEDBHJCBAIFAHEE,NO
HCGHEGJIDJJHA,NO
JCEAEGCBJEEFFEAJJ,NO
EIFHFIFJGAJDBBJGFAG,NO
FDFJDHCIFDEBJDHJBGCC,NO
FAFDCHGEI,NO
JIJEIBCBFBIJFBHCDDFD,NO
JCBFAGDAG,NO
AFDAIGFA,NO
BBFCDABAFIFC,NO
JGJGHADII,STEAL
EEHHBIEEDCCGCGDC,NO
FGEICCFADGDCEFEGEDFD,NO
ICGBFJIDFGEEABHGFFC,NO
GIEDEFCHJIBBJBFAHIJH,NO
CAJAJJCDFHEAICIJCA,NO
FEEFGHJJICJ,NO
JCFHCFCFFJC,NO
BJFFGJEAFJII,NO
BHAHDHFF,NO
CEAJHADGGAIH,STEAL
FGDIFECJFGBBFABBCFI,NO
EHJECDGEBDFH,NO
IHBEBFDGEJB,NO
AJJCIABADBB,NO
AEJHFDEDGHBFJDHHHJ,NO
EIBBIDGFJHGBA,NO
DHCJFHJBAAGBAHJBD,NO
FDHCGDFGEAEA,NO
EGAHEIAHIFAH,NO
IIBBAFEE,NO
IFDFDDIFHJICCBGE,NO
DGIBIGDHF,NO
BHGEFCCGDJIDCCGBCJC,NO
IBHDIBF,NO
EJBDDFHBJ,NO
HBBEEDFE,NO
IGGEGEG,NO
BGDEDJDIJHIAGFAHAHC,NO
DJACFCDDJBJFBFJ,NO
ACFAFE,NO
AHHCGGHJGJ,NO
BFHGJFCJFJAJGBD,NO
GJCJEIJCGDBC,NO
CFJDAAJFDCGGFEBDHCJ,NO
IFHHDDGGEAHDAIEIGF,NO
CFAGBJCFIIACIF,NO
DCFBFEFAACAFGI,NO
BGCDHFDBFFGEHHB,NO
GEJECCFJCIIIFEHDE,NO
HAHBEIEBIFICDCFE,NO
IDGIEJEECCIHCEIGBJBJ,NO
HGJGDGBHJGGHAGGJ,NO
JJAJDJIFICFB,NO
BEBBGADBEEGGCIDBHB,NO
HGABDACI,NO
HFIFDAJIGG,NO
HGFIEHEHGFJECE,NO
EAAEHJGGJAHA,NO
HIFEAGCBFDCA,NO
JCDFBJCAHJEBEGCEI,NO
CAGCGDDCCFJEEBGAIJGI,NO
ADIEFEBACJBHGDDG,NO
BIDIGDDAIH,NO
HIIGACJEJGIAGBAJEJC,NO
GDGFEHFJEIIC,NO
HHGGGBCEEGJCB,NO
HCHCJFHHFE,NO
BIFHJDJDDHAEIJJ,NO
HGCDFCEJEJC,NO
CDCCCBEDG,NO
EHHAAHHDH,NO
EFFDEGF,NO
FCCIGBAFHIF,NO
CBFCAIF,NO
FBDIHAEIJJJIFCDGGCEJ,NO
GADBCBIEICE,NO
JGBABHJAJ,NO
HGJACAGHGDACGAICEGI,NO
DJJGDEIAGJCDJI,NO
IGCGCDGDCHGEBFDGCBJE,NO
GFBGACIICCAEIBA,NO
GEIDEIJIDJDCCF,NO
CFJAEAEFEJIHIHAA,NO
IACJDDHFAAIAFIJGI,NO
GGBGBB,NO
HBBDBGF,NO
IIJBBJBEHCAAGGDEDDG,NO
JBDHIIEGAJGGAB,NO
AJBCHDBDBJHCDDC,NO
BHHFDFGEDAAIHEEB,NO
IIBJIBEHHHG,NO
ABCEGAEAGDGGEGJCCD,NO
IFHGJAAHFGBDHG,NO
IBHCDDI,NO
JJABGAHBDIDCDJACEFF,NO
JDJDAEHBCFCIGJ,NO
ECHFIHGJEBHAHDAIEDBB,NO
GHAIDFAD,NO
HBBFFFBHJC,NO
JGDAFAGCFCDDFHJ,NO
EEGFEFFIHBAJDDGBC,NO
GCBIBIG,NO
EFDIJGJDECGDCGAHHJCE,NO
AIEHIBDDJCDG,NO
CEFBEEJGA,NO
JAFEHAEJAIDJFCJJACCC,NO
IIBAECBHICGFIFGH,NO
ECHIIDDDDGEHEDFCHD,NO
BDCEAIEEJCEJG,NO
DFHFAAJICJCIFCGAGEH,NO
ACJDBB,NO
FAGJABIHABIIFHCH,NO
GACDAFIGJEFFFJIHIJ,NO
JHBIAGCGHJAIBFEH,NO
JDGAJEIGEHB,NO
CDHIBJIFDEGDJFEGEE,NO
IHDEECEJ,NO
BFBDDGDCHEEACGJHIHBH,NO
JBBCCHEIACDBGG,NO
FHFFIFH,NO
JFAEBCGDF,NO
AEJFIFEJAJ,NO
JHJDBGJEBFC,NO
JCEHIA,NO
EDCEBFBEIEHFEJCAIAI,NO
IBDHECFHEHDCADCHJ,NO
JGIICBJJBIDH,NO
FFFCBEFG,NO
JDAEEDJAC,NO
FCJECCFCFBHA,NO
BAJIAACDAA,NO
EEFDDJ,NO
GHICHDEDGHEBJC,NO
AIEHEHFBBHEHCHEH,NO
FBDHHFAFDBCGFCEHEJDC,NO
GADJHBJDFFDIFECEDDI,NO
BFDJFEJDCID,NO
IGEHHGGGBHBH,NO
EHJCBB,NO
AIDEFF,NO
DJDHECFCCE,NO
GIGJGFDBIEEAGADHBFGI,NO
EJFAGJGEDCI,NO
EAGCBHBGAFACBJCHDEJE,NO
HEBJIJCAAGEFFEFGE,NO
FCBEBEFECBCCGJIC,NO
AJICDEHHDEAABJIFGI,NO
EFGEJCJFJICHCFFJIECJ,NO
CIIGHCJHJE,NO
AEGCCGD,NO
GCDCHADJGEIJHHHGDHE,STEAL
HAFFGCDECC,NO
IIAEEIGDFCJIEEGABJDH,NO
EDHGDBCAJ,NO
CGBIFCEIJ,NO
FEECAHIGAGEFD,NO
EJBEDGHEIEHJ,NO
EHJJGCAGDGGGGBHEA,NO
CJEDFEAC,NO
EGDEGJCHCCBGEFB,NO
EDBBBJI,NO
CCCJDD,NO
GHJGFBHJHADDEFAICIHD,STEAL
DHBGEJBHBIAFDHIAE,NO
DDDBIIBJIHABHB,NO
CGHGDBJHCB,NO
HBGACIIAEEGCJDCJHIA,NO
FFJBGFDFEEFIBGBIH,NO
FIGJDJHBDGII,NO
HIEBEFHA,NO
FIABFHGDAJCFHBGEFA,NO
ACFAGIAJJ,NO
JAIIJEJAJFECF,NO
FBCFAIACAFHD,NO
CGEAIJIDHAJHDEHG,NO
CJIEAAJ,NO
AADFHCADEEAHJHAC,NO
IAHFGGDIGDEAH,NO
FAADAA,NO
CGIAHI,NO
HAGBGCGGJFJGJBH,NO
CJAIADFD,NO
GDIEGJ,NO
DFGBEHAJEBICJEDIJ,NO
JBDIHBJFECFEEA,NO
IEIAGJ,NO
GBFCEDHCDDEIAFA,NO
IJBFDB,NO
DFCABAJ,NO
CGIEJCAABEECJGBCABG,NO
EDGEGBGEDBHHGJ,NO
BBBJIIJDCDAFJEBBIJF,NO
AAGHDF,NO
HIGDBAIEJH,NO
DCEJBHECADIHIJEFI,NO
CEAJCIBIFDJE,NO
JJAJFGEADDGHICCEICAA,NO
BAEHADEABGHBIFH,STEAL
JHDCBABHECCFH,NO
AAAAACJJAIBADJHHCJAC,NO
HGJHJHAIFICCFBACEAEG,NO
EAJBCHGAC,NO
GDCGEC,NO
CCHBDJEIE,NO
DEFCCCDEH,NO
JIAHJJHEABGH,NO
GBFEEFBFAGBEEEJGHG,NO
FEGDHFFGABG,NO
HADGCDDHIH,STEAL
CCIBHBFBHCHCBBG,NO
JAAJFAHIEFIGJIBEBJAG,NO
GHDAAEDJBE,NO
HHCDIDADAEAIEIBH,NO
ABBJDHJEGHIACJHJADFF,NO
GHEJGJFE,NO
IAFIBIFFCBCJ,NO
IIFAICGDJ,NO
JJHICDHH,NO
CIDBHCHHFADFHCFHB,NO
DJFEEEIHHEEICDD,NO
AFDHGB,NO
CGCCCDEHE,NO
ABFHJFH,NO
JCDFEEBCAHJGIEHGGIJC,NO
JDICIJIGBCADADCFHB,NO
DEFHBJHH,NO
FDDCBBFGIFC,NO
AEBCHICIFCJ,NO
FCIIIAJJDFAHCGE,NO
JAHCHFBA,NO
EBIEAFFIAIDADCB,NO
HIHEIIH,NO
AFFDAHI,NO
EHIJJDCAJHJH,NO
CFHCEJHGAICIFC,NO
AHIDGAFJEEIAAGFCFGG,NO
CDIGFCB,NO
IFIICICFDJFHIEFIB,NO
ABFIACBGEHJGDDIHFCHF,NO
IHIDHJDCA,NO
HDFAHEAJCDBHEI,NO
GACEIFGGJAHGF,NO
DIHFJHIFHJFEB,NO
FEAJFGDDHJB,NO
FCDAAAAAJE,NO
BIDIIEBBDD,NO
HDIJEGBAEAIDBGJJ,NO
HAGDGECCJCCDJEAJJHBI,NO
CACIFD,NO
FEFFFBAC,NO
HBFGHDJIAABJHB,NO
IFGCHIJGCAEFCBAEDCC,NO
AEHBHGHBBAAE,NO
GGEAIJHIEBCHGGEGAFI,NO
JJHGECBCBEG,NO
ICDDFIDDCI,NO
JGICDAGJEGDHFGFFHDAD,NO
EEEBJEFAHJGBFBFBIIG,NO
BAFFFIJEAGG,NO
CIFHAIEBBAADIAFI,NO
EBDFJFHFDBDEFEFECJI,NO
CFJHDB,NO
FEIBJHEJCDDGJ,NO
EFCHEF,NO
EIJEHJEIIIBIIA,NO
GJGGHDGIEGDJAACGAD,NO
AHEDHABGGJEGHFJDJI,NO
HAJCFAIGDH,NO
IEEEGBACF,NO
GABBIAJBCHGA,NO
GECDJG,NO
GFCDJD,NO
CGJDDJGJ,NO
DBBBBC,NO
JJHFCHHAHDGEDCIGGFGD,NO
IHHCCAGCAFJFEFCFDIG,NO
BFGFDGAAIIIAJ,NO
GJJJIDEFCEBICFAA,NO
JIEHADIHFJBE,STEAL
IBCIJAIAJDAI,NO
GFBBEGDGFEFJBDE,NO
BJJFDGHGHDCJG,NO
BHGGJGIIEDCICGHDJGBI,NO
AIFJFCHEGE,NO
FFHIFFHHBEFHJHGJEBAG,NO
CACHJABBHDCCJD,NO
GBGAHDAJDDAC,NO
BFHGIFAFBCHJGGBBJD,NO
BDAFCHJHI,NO
FBAIBEICJ,NO
JJEEDFJDEBIIFJHAFDCE,NO
GIEICIBF,NO
GHDACIEB,NO
BEDAJFHFJHJJAGI,NO
EADGDFGD,NO
IHFFFFEBAJIFIE,NO
CABIAJHAAAA,NO
BEIGDBIHFBHA,NO
GBGHIFHIHDEHDCIDFGIA,NO
DFBIGAEI,NO
JJGGJCDGBHDBED,NO
JJEJDJ,NO
GIGGGGICBAAH,NO
GAGHHDIGCEBHCFEAD,NO
CGHAGEFCDEJHH,NO
GBJCAEGAA,NO
JDFCJFHDCHD,NO
DAEDFDFHGDFIJBIHFEB,NO
GFGIJFCIHAAGDIJ,NO
GEDJDGGDHCDEB,NO
EBJBAHJAIBHHF,NO
DCBGEGAAAFGAACHADG,STEAL
DAFJEEGGDI,NO
DHGCFEGCD,NO
DGHGEGEGIHIEJF,NO
BECGEAHAEJJFDGICFBI,NO
JDEHJDAG,NO
GBAEAFFDIJIHAAICHGDB,NO
EFEDIGHFEJEI,NO
JJJCCBGA,NO
BJFDCCIHIJGEIDBABEBD,NO
AJAGGG,NO
AFFJEGIJFHAEIDEA,NO
DFJBCBEAE,NO
DECFGD,NO
AJCHFADDHC,NO
HJEBCIEHFBBGJFHHDIEB,NO
BHGCBADIBJBDH,NO
FAEBBAAGIFJFJDHDHCFJ,NO
FJIIEAFBI,NO
ABAFCBIABBDGJGFJD,NO
GABACEFHFJEAH,NO
EAEJICGGBJJA,NO
AJDHGAIJBF,NO
ABJEFGGAADBJ,NO
GCBECE,NO
JFIEIFCCICEJAEHBA,NO
GBBBFCAHIGGBIEJGA,NO
CIDIBEGFABBCJ,NO
BEGJBIFIHAAJA,NO
IJCJEJ,NO
DADAAJJIF,NO
DGHBBIBBFCFGBGHD,NO
CHCEGBCDEDECJBFE,NO
BIHIHAECFHABGCEDDGFD,NO
GAJBEHFEJH,NO
IDDCHBBCIF,NO
BBBEGF,NO
FDBFGGI,NO
FBDGIBFG,NO
CACBHBGFEEBFCED,NO
JGAIDGHHBCCJHJAC,NO
IJAEEIHD,NO
CBDIEEGIJBCJHDBJEA,NO
BFJFEEEBHAAICIJDFJIB,NO
HCBIHDAEHHJBDE,NO
AFCDGFEACFA,NO
GCJAIEJFFDH,NO
ACJDCBIGEAAJDCFHH,NO
FDBIBFCFBGGIJBCAC,NO
GCJEJHCJFI,NO
IICGAJGHCH,NO
GICDHBFEFF,NO
AAIIHE,NO
FEGGAHBCBGIEDHHH,NO
JGJIGBGBAFCCBEE,NO
GBFCAJGJFEEE,NO
BBBEFAIIFHDAFE,NO
BHEEFDGFAIG,NO
FJHCJDCAIGA,NO
BFEBEGHCHIJJAEDHH,NO
FJCGFHCDBE,NO
HBFAICCBBAHGEHGJGDFJ,NO
BBFCDG,NO
JCIJFDCJFDHCEIJBI,NO
EDJGFHAI,NO
FIJJIFAHBJFEIAIGJJC,NO
HBCHFECHIDGIBDH,NO
FIAAAHBEAGAAEDHADAA,STEAL
EIIDAHHGIADBJJJB,NO
EDEIHJCJGFDGBCHH,NO
HCDDACCBGFF,NO
FDHGEABEHJJH,NO
IAHHFAJBHCFFBEHJIJCD,NO
DBFJBIJB,NO
EEIHIHDFIEDABFH,NO
AFBHIDABHCDFGJB,NO
BBCJIGBCJICJAJFAFFCA,NO
HFIFJJIGCD,NO
HJFGJCA,NO
GECGCAHGEEAFDHIIBHDJ,NO
DIHJCIHJEGDJGBBFBEGG,NO
IICIDEGCAFCHAHFHHAG,NO
CJBGIHBIDHECH,NO
AFIBBJAIFDCCIJ,NO
HIEJFH,NO
FHFCIBDDGIAE,NO
EEEGECEFIFJIAFJAAIAI,NO
CCIDIIJJ,NO
DJIDJCEDHG,NO
IIAJBCABADCGB,NO
CJEJFAJJGIJDB,NO
BHHBIHHHAGJ,NO
FDHBJEBHJCGG,NO
GJDGBA,NO
FDAGBFABEIADCBDHBD,NO
IEBHHFACHHGEBJAABIHE,NO
CEIGFEECEGIB,NO
GCCDDDFCA,NO
HEDIEGHG,NO
ICJFHFDJCBFBICAHJBE,NO
HHACCDIJIHCEJBBICF,NO
HEHFCEBAEED,NO
FGDCBBFHJB,NO
FBEHBBFCHAFDJDFA,NO
FJJIDDGFFIBF,NO
FHFBCDJCAIC,NO
JIABEEFGBHI,NO
IBGJGDD,NO
CIIIJAIIEJBHDFBEAC,NO
AEAAHABDEEHCCFJI,NO
DFEHFICBGAIEGAIHD,NO
GCFAEA,NO
HDAEBCH,NO
JFCCEJGCE,NO
JCICICBE,NO
EFGADFFIABHGHJ,NO
HCBJGBFA,NO
DDGBEHHGHFJAGDDIJ,NO
JFCJAAIDDJFH,NO
BECHFE,NO
GGFBECIHFJCFGIECCE,NO
JABBDJBFFD,NO
GAIIDHBH,NO
JFHJDCAA,NO
AGJEJBHIDIJ,NO
DDEJGDA,NO
HEJGJHJC,NO
GDFJCBC,NO
GFAAADGFHJEFCIEAFIHB,NO
GBFHBDFIAFBBDIIJCCJA,NO
GBJIBEEIHDAC,NO
CCHIICECJEH,NO
FFCEIDDDCHAGAGJHJIBJ,NO
CAFJGEJI,NO
HFDJBFIE,NO
EGBIBCCDHBD,NO
JBCJEHGHJEGH,NO
JHFDAGIAICJJGABIJIII,NO
GEJFCGHDGI,NO
JHCGJABA,NO
BDIDHBGDBEJHADJGJIHF,STEAL
DFJCJHIIIB,NO
DGBIGJICHAAAH,NO
DBIDBGF,NO
HCAGIDHGBGDAHJ,NO
GJCFEH,NO
JBHHIJJ,NO
CBFHHEHFCHGI,NO
EEDIJJJCFIGIADBCIDJ,NO
HDFDCACFAHFCBBFGCEDB,NO
BICBFEFEB,NO
IIFHBD,NO
HECIBEGIGGBCGCGI,NO
EFBCFBAIDECFBJ,NO
JIHFJGADFBDHIGJAJE,NO
DGFBGJBA,NO
FEAGIDCDFJAC,NO
FACCBACJBGFGEIA,NO
JGIHJDICBGDDG,NO
CEIHIDAIEBEBBACJBG,NO
IFAEIJAIGIA,NO
HHAHFGDBEC,NO
FBEAGADJEDHFGJA,NO
AIHBIGECICHABJBDD,NO
AGGICD,NO
IDEGHH,NO
CFBGDBJHCCGH,NO
FEGJIIHJIFFECI,NO
EIHIIA,NO
DAHEFFDCEFDAAACIG,NO
IDFDFIDFCC,NO
AIGFHF,NO
GFGBFECIDFEGC,NO
ECHCCI,NO
BDJEGFD,NO
JJHBAIADECBFIDADFCIJ,NO
JJAFBIDDID,NO
DIDCCCCCJEJDCC,NO
HJFEDICHHBIHCFB,NO
GIGGDJ,NO
CEGBCEEBBFFDAGDJHD,NO
FBAIHEJIJGGDGDAJGDEC,NO
AIBCEEAFFFF,NO
JCBJGCJJBCCFJBAGAEH,NO
CGIDBHHIBEHJH,NO
IJGEBGIEDGIBI,NO
JAADGFAIHEIDEFFFEBA,NO
GFJBADGFIJDBGBDFI,NO
GCIJDHGD,NO
HJDEIEGFCHJHDDGCHA,NO
AEABDH,NO
ICCHDHFCDDHHCC,NO
BCGHFJBHIGJIGIACGCA,NO
FFADGIEGCGHIBFIICBG,NO
CIGDFJGACEB,NO
EFDECAE,NO
FEHFCFGCCDDDDDFB,NO
GHJGCEGC,NO
DBICDJJIFHAEHGCC,NO
GFEJFEIEJIIDH,NO
FAJDIEBJCEEBGIGFJAHH,NO
IDDCJADI,NO
BIFIGEDDCDHD,NO
EDDDEE,NO
ECFCBADGFJECFBCIAIEB,NO
HCGBGGBJGAADD,NO
CGCEIIAGIFDIEI,NO
GAEEABADGJC,NO
AAGHFDEDDAH,NO
CFBGHHCBA,NO
HDGEBHACIBFGF,NO
IEJDABCFEIC,NO
GICAGJDICFIIDIBA,NO
FGEICDJJHDCJDCBGH,NO
EJIBFBICGEFB,NO
GEHDHC,NO
IDBFJAAEJGJFDDJ,NO
HABCFABBIA,NO
IHHCIJ,NO
ADGIDHHGIAJGGIHDCJ,NO
BCDHHBGHDEHDGAH,NO
CHIEIDFEABJIIHDFJ,NO
BIHIGEFGAGEG,NO
AGICHDJCCEDIFE,NO
GHCHIEDABJIEHGEADI,NO
JDIJEIHDJDECEACD,NO
AGBBAFGJCGGDHJHAC,NO
JFEGCJHCAABABJEAJAFE,NO
IJGFBHCEBCGG,NO
AGJCIBCJFJEADIAFC,NO
HHJEBCDAIHJHCC,NO
FDDDJDGBEHIFIEHJGEI,NO
ACGEGFIBECEJHIAHC,NO
JAGFIFEBFFF,NO
GCDDFDADEEJIGH,NO
DGDGCCCDGGGC,NO
HFCIJHEEHAHGAFAFGC,NO
HHBHBGIDECABAEAJCCJE,NO
JHGCGGD,NO
DBCHBCIFA,NO
HEIGGBEFGAJDEJJ,NO
HAFCBGBBFGD,NO
EEJHEIAH,NO
JGJCCHA,NO
FJHDGBEAIG,NO
JDHHGFDJEE,NO
IGBBGCJHJCJHIB,NO
GBGFGFH,NO
FGDIAIACICDBDJJJF,NO
HCFGFGHHDFJGFAFFHE,NO
FDABJEADGFG,NO
AFCIFGADEAJJDC,NO
HHDBBFBHFFJBECIJG,NO
JDEJIEDEIHFBEEBH,NO
EGEDHBJFIJGBCDHIG,NO
EHHBFCJBEJBIDCJCDECJ,NO
FFGBIFDGABGBFEH,NO
IDGJEEEHFICIGAHJHD,NO
HCIJCHBCEFCECFEJ,NO
BGHEACBEEIEAFIEA,NO
DABJEIDGBECBACC,NO
FIDFJFEFI,NO
ABAFJJEJHEDEADCBCBE,NO
EICHGGIJFEAHGEJHD,NO
GFIHEB,NO
AHABHEBIFEADAJDFCIEF,NO
EBJIACDG,NO
DCIGDAFA,NO
HBHCJCHHEBF,NO
AGJJDA,NO
FAAEBIGJACHCI,NO
HBFIIDEBIIHGDA,NO
EJGCJHFGAIBHGGAHD,NO
GBIFFAJJFCJBJ,NO
GIECDBAEE,NO
DEJHFAJBI,NO
FIAGJEEAIHEBJED,NO
HADFDGBEHDBADDHCD,STEAL
DFCBFEHGHBBBAD,NO
IGHECBIHGFEJJEDIIGHB,NO
GBAIADFCECC,NO
FGDAJJJ,NO
GIJJBE,NO
HACEFHGGFJGEGDFCAF,NO
AJEFJIIAJBH,NO
DHAEJBJCICICEIDDHCAG,NO
IICHBGJ,NO
FHIIIBI,NO
AHDACADFFJIDFAHEC,NO
FGFDBDJFJIHDGBHGHCBG,NO
DHFAICAIFABBCBFEJGBA,NO
IEGIHIECJFJIAIEH,NO
BCFJBBCBFEIJDFCHEBC,NO
IGBIHJEH,NO
IHCCIGHAJJEIIFCDFBD,NO
IHFDGF,NO
HECFACCBCDEDB,NO
EAJAGBAFJJEAEFGEI,NO
GJHEDHGJHBAAJGHIH,NO
HAHAIFBGFG,NO
IBEFDADHII,NO
EGFIBICCJIHJH,NO
HAJHJBDBB,NO
IBAGDJHJC,NO
JJGBACGDICJHG,NO
FFCDHJHIF,NO
JDHGGIBJHIE,NO
CGAGDGFAEFFBECFHHDD,NO
HEDHAFEAHHAFCF,NO
JICHCGEBAJFGHJFJIAJ,NO
EIFCIGDHIDDBAAEGGBBE,NO
JDGBDBIIBGGJHA,NO
JHIIIHIEDEFB,NO
BEAAIDGADGHDC,NO
ADJDGJF,NO
AHEAHIAAADAHAG,NO
EGFAHHEIG,NO
CIHDFIHEIGGJHCDC,NO
AGJIDC,NO
GGEDIEJCACCHCBECHIB,NO
FAIAABIE,NO
HFDDFHDDIFEFH,NO
DDHJDEBAAB,NO
IDGFGFBGICCIAHCA,NO
AGJECEFDHBDDGDCI,NO
FEHDGJJGGFBHAFFAJC,NO
IBCCHCGDBEHD,NO
HFFJEAFHHBIJBAIEEF,NO
JJGGFEACCDIBHA,NO
CIABIIBFFEJIGDEB,NO
IIDFFHD,NO
IIHBCHFIFGEBGG,NO
AAIJEFAA,NO
JBEHHEGEEF,NO
CIBCCADEHAGFJ,NO
JBDAFAGHBDC,NO
HECCIHEDCHFHEEIBHGAG,NO
BDEHJFCIBAAC,NO
CJEDCDCGJBJFDICBID,NO
IAIGBDGGDJEBCHEGBD,NO
HEIEIHFHEIHAID,NO
JFHJHICCJJ,NO
