STRING,OUTCOME
IFIGAEAEGHJCGJBGIBC,NO
CACECB,NO
AGDACJHBEEHIIDJIHFD,NO
IEEJBBFHEBCIA,NO
IEGGCCJECDDBBIE,NO
BACBDJDGECJ,NO
EJJJAABDCJAFHHAEFH,NO
GAFEEDAJ,NO
EHFBDHE,NO
BGIDBF,NO
HEFAFI,NO
GCGEBJAHJCEBGFCF,NO
HCEIHFACGAAF,NO
AEEFIACGI,NO
GECJJFFCCDFG,NO
JAJBHGEEBIGJA,NO
DBHJIDACFDEDJD,NO
ABIACCDHE,NO
DHCFAFDADAF,NO
BIIFFEEBDCEIHFCJBAF,NO
DBHEFCBJFHJIJH,NO
HECIEHGGDG,NO
JJDJEBGGDECCC,NO
JBBFIBD,NO
GAEHDGAFEJGAHAECJGHC,NO
HJFHJGGA,NO
JDJIJHIFGJ,NO
HGDBJHFHHED,NO
IAHCFC,NO
HCFGEEHIDJBEHHCGBCAE,NO
GGAAED,NO
JDABICABBHIID,NO
JHDGEHBBHHBFHFGJDFDJ,NO
IAEFHFHHJJ,NO
EHGHBHEBCD,NO
DFHFGFIGDABBJEHGAH,NO
AABBCDAFJIHDBIGA,NO
JAEFJGGGJEECFGD,NO
JIAJDAHH,NO
HEGIIHDBDFCA,NO
BGCEGGAFBBDDDF,NO
AGGJEGJCJ,NO
CDIAHJAEIAA,NO
FHJGEHEIFDJJIDFIIH,NO
HIDHEIFJ,NO
JFEDFHJCCAEFGAG,NO
AFCDIIEJCA,NO
BGEADJ,NO
JGGBHJFAJGGH,NO
DGJIDJFADBCFEBF,NO
ECBACGB,NO
FHCHGAFBH,NO
EHGFHAGCJADDF,NO
BIJHBFJEAH,NO
JDEAEC,NO
DGHGIHJBDD,NO
CGAJCJCFDEB,NO
BGHJHECHJFEJBIHBDG,NO
CBJFHCJCEBDJG,NO
AFBGDCHDCHCBCIFEHHAA,NO
IDGBJGJGA,NO
AHEDECIGFH,NO
JJHACFACI,NO
JFFBGGAECFH,NO
FIGDDACCFEAIBHDD,NO
AABGFCADCFAAIH,NO
DDIFGCHEGHEIHHAFIBB,NO
GFJJIC,NO
JCDDBGDJFGGEDHG,NO
IAAIBDEEFHJE,NO
FACDJACIDHA,NO
GCCBIEGAJFC,NO
IFCCDCFEFJCGI,NO
GGFBBCHCEHCE,NO
CAGJIDCDIBHJ,NO
CFCAHACDGIJGGF,NO
GFEJAGIFFCGFGJI,NO
CCBBDCIBICAB,NO
JDEGGBFH,NO
BJHADJAFFDICHFD,STEAL
FADBBCCGCFIFEJACEAE,NO
DHIFJJGIGGIHJFIFJEGI,NO
GFBECCBGIGIAFD,NO
GJDCHCJGB,NO
DCBBHIF,NO
IIIFFICDEB,NO
JEHFDIFBJHGBD,NO
EADCHGEGIDJHI,NO
EDGJGDAG,NO
JHJIJAHIGCJJAADID,NO
BFFHDCIEGEGIIAIC,NO
JBHDEGDCAEBGB,NO
BABDIIE,NO
CIICJECADGHFDCJA,NO
FFBGGEFFDIJ,NO
BACDJADEBC,NO
FCEHEFJBBA,NO
HJEGIHHJABHDFJBJ,NO
DABDIJDBHCGJADGHCAJD,NO
BDBCBDIHAFHFAHHFFEGJ,NO
EEFEECFD,NO
HAGFBEGHEJDA,NO
FACJEIFFBADCJDAIB,NO
GFDJBJGJJAGBHGICH,NO
DEGHFFDJFACJ,NO
FGCFCABHGCFCAFIBG,NO
GFFFCHIBGABIEDHCG,NO
BBJHEHBHF,NO
IJAJFEFJFBIEJ,NO
FBIEAEEFCIIAFGJEG,NO
FCGBAEAFDJJEJAJ,NO
CAEIIFE,NO
GBJGAAI,NO
EIIABEHBHJHICEBE,NO
EHIIGGFFEBFCE,NO
GGAIFHHH,NO
GCFDDHAHBGGF,NO
HFGFBGCE,NO
GCBBEHJBICDAHGCAJCHE,NO
CHABFCIDAEEGICBGFJDE,NO
DDDCBBJDJAJGIHEFBEE,NO
CIAAJCAACDFGCFDJJHHE,NO
EGBHFFAEHF,NO
HCBJEIIHFED,NO
JBAAHABFIH,NO
FFICFEHCI,NO
EHGGHFJEDADFH,NO
DJHBDJ,NO
GHFHDFDFFCA,NO
DHAFBABGGBBH,NO
EJCIGDEBCHH,NO
BCJBAHC,NO
IGDIBDI,NO
CFCHHJGEI,NO
EEDECFEGIBHDDB,NO
JIGEFEHCGJBF,NO
IBCHHCI,NO
ABCHJHJCIBHBGDAGBGF,NO
HEBJGCCCEEDEBJ,NO
AJHEFEEEJBADAJGGEBH,NO
CCIIEFI,NO
GCHGFDBCJBJDEFJE,NO
JICBGIEJBCFAEEGDFADG,NO
DHBJHIIB,NO
BHDCJECJ,NO
FGEDCBAICBAHJJGEJC,NO
AAJAJCCJJ,NO
IAJDADFCEHAI,NO
IIIHIIDHDDDFB,NO
BFEFGID,NO
FICCDBFJJFJIAFCFEJE,NO
BDHAJFFEEEGFCEDBBFHE,NO
ADEGBAI,NO
IGFEEIEGCDJJDE,NO
IDEFGJDFAE,NO
EICDHBJBGEIABAB,NO
JHFBFCECGBHHHAG,NO
ADBBIGCFJBJDDBJCBD,NO
AFHEGDHBDCDIAA,NO
IDAHFJD,NO
GIFFDBEGABDAFFDDJDAI,NO
JAGDDFEHIDADHFE,NO
BJGBJBEIFIHEFFIED,NO
ADEBEHCACGJH,NO
BBCHAGBAIBIJEBA,NO
JBJACHGIHF,NO
EDECBDBHFEGF,NO
GJCDJFCHHFEBIIIIC,NO
CEEBGJEDIECIJJIFIFJ,NO
AJACEGEAAGGGEIHDFG,NO
FJJEEH,NO
JBFDHEEEEJGCJA,NO
GAGHIGEEIEE,NO
HEAEAEIFBBHDB,NO
BGBBJC,NO
CFDFJJDEGJHDBHCGJF,NO
GJBAHFGFGF,NO
EFJJICHGCIIGIJJAIHBA,NO
DAHICHIBIDGCBCF,NO
GDCABJFAGJJ,NO
FIEBJEDHIIACDICFFI,NO
AJJFJGAEDCEHJBEHIHG,NO
BDIGBHEDBEE,NO
GEGADFCFJFGCDFADCFD,NO
CIDAAEFHDEGICJGGEA,NO
IJCCADBBEC,NO
FEHCBFBFFACBJGHB,NO
BCEHEHIJGG,NO
AACHJEFHAHFE,NO
BCDCDFGHJFAIAEI,NO
FAAJFAG,NO
CBEFCGEGFBJFI,NO
CGHHGFCJFAGIADAGFFB,NO
HJAGDFJDGDFGAIEEHJDB,NO
DFAFCHFFCFAEIABD,NO
ICCBFAGF,NO
CJFHHACFHADGEBB,STEAL
HCGIFJBDGGJFHFFGDGA,NO
CFEEDBJDEBBCHGIJB,NO
DACFIABABAHDCHADIEH,STEAL
CDIIIDJIJFGJD,NO
DHBEDIEABBDBIFECGJDF,NO
GIHIFAACJE,NO
FBGJCJHJHGA,NO
HIFBDIGDBFIFA,NO
ACFBDCIJDFHJIIHEADC,NO
EBEGABDEF,NO
ICDDCBDEEFDIJHHFAC,NO
DIIIACDIIGDEE,NO
GGDBBJBDJJJJBH,NO
AGIFDIHIHIAC,NO
FACCFJDDIIFE,NO
AIADGBEHJCJJIAFFHC,NO
CJBHID,NO
IBEDCJHBE,NO
BJAJDF,NO
DJCGDHJACIHIDEH,NO
DHIJJB,NO
DADDCICBBDJBD,NO
HJAFCAGEEAHCJG,NO
HHJAEJAJEHJBDEGH,NO
JBFGBGBFGEEECG,NO
DHGDAEHBFIFB,NO
DGEACGDHAFHDE,NO
HCIAIICH,NO
BGFAIFHFIACGJCHAAC,NO
HDDJCBADIFAHGFF,NO
AICDHBAFHIJA,NO
EBDJFIEIEIIEAJAC,NO
DEFCIFDCCBACGJJJB,NO
JGEDHJJAI,NO
HHBGBBGEAJJJBFH,NO
GEICHADDJGHAGHA,STEAL
FBAJIHBDDHIEAJGAJE,NO
EGECJGJEJHHCFIBH,NO
IEDAIJIA,NO
BFJFHFFIGIEGDECIDE,NO
BGDIHAABFJHBEJBJJHFJ,NO
CFJHAJIIEEHBBAEJ,NO
FAHCGEHFECFFCCCGBIFG,NO
CICDHBGACJEJDBEHJB,NO
FADHAEJGBBIIDHC,NO
EHAGIJIFHECHF,NO
EDEGEGIJDCCFCC,NO
GAGDHAHCJGAJCGDJGEJE,NO
BGBJFHCFAIIHCFEJCBC,NO
CJFJIDCDBEGAFCI,NO
ICEGDJJ,NO
AHIEBE,NO
EDJDCECBAGGGJAJFCFBI,NO
CHBCGFAAFAE,NO
HAJEDEEJBAFCC,NO
JJFHJCHIDJ,NO
FEAEBHBAIHJHDIDBA,NO
HEBBBHECAJECEECJH,NO
EHDEJBFAJCAICFI,NO
FEAIDIBHHACEGFIIBHHB,NO
HBHJEJJCGEAECH,NO
JGBAEFBIHJIFADB,NO
IHJDEG,NO
HFECHGADFHGEJFEI,NO
AFGHGCGFJCAIFHICADFE,NO
HADDHJHFHJBI,STEAL
IGCGGFCEAFGEFHICFE,NO
IEBHDFEGHIF,NO
BCDIGIGJC,NO
EIEDFHJCHECDCAHHJIF,NO
BHBAGAD,NO
HAFBCGHDCJBB,NO
FEIJFAEJIEGIH,NO
EGCHJEICGFIFFEC,NO
CEHFIBF,NO
BJADIHDADICADHFBGFB,NO
HFJJAHCA,NO
HEAAIJHDHGF,NO
JBJABBJAJHCIECF,NO
ACAIHFAEJGEBG,NO
JJEFECGCCAEBGGJD,NO
DAICJHB,NO
IFDBGDHIG,NO
GIDFIJCJHABF,NO
CAAAGBFGCJIHAGAFFBF,NO
IDFDBEJIBAJ,NO
FACABF,NO
ADAAIIHG,NO
DJJIJBIAIGBABCDFIHIH,NO
BBEAEJGGJ,NO
DHCIBJEIIJEIGBFCEFDA,NO
BBFAJBCJBBFIDBFGD,NO
DAJIDBIBHEHFFADI,NO
BEFCHHE,NO
BDEJBDIHBAHAICGCEGHI,NO
JAJEHFHGGHGBG,NO
BGAIHGAFJBGIFB,NO
FEBCHCDAGCIB,NO
HDBCGDB,NO
CADCFEEDBFEJJF,NO
HGJHEGFHG,NO
GCBEJEEGBBJ,NO
BGJAAA,NO
IJFDJEIBGCD,NO
BEHGGFEIEAIAFECB,NO
JAADHIFCHECJG,NO
CJCGDIGDCEDAA,NO
FHJAFJHIDIHCJB,NO
FJACAAJDJF,NO
GBGBIDDFHBEJ,NO
HJJJHFDBCAIHCD,NO
EHBGDC,NO
FFIICEEGF,NO
GHJFJBF,NO
BJBGACJBHFBA,NO
AHGAEAEB,NO
BDFFHECHBABDB,NO
EFIIGGBJI,NO
BDBGAHD,NO
GBCCFEJ,NO
CEJACBGEFDEG,NO
FCFBFFFEBG,NO
DEDHHE,NO
CEFEDAIICJAD,NO
JJGFGJGCIGEEIHJG,NO
BIEDFDAHIGDFJEIG,NO
EHHGGIJCGCEFAAGI,NO
BDBIDGCJACFGDEFABC,NO
EEGDIGDJEHDBDCCC,NO
DJFAFGCFJDJDCGDG,NO
GBGFDHEFJAFHAH,NO
HBABGGH,NO
FJGHHGDGGGBHGAIE,NO
HBHBJGJBBGDEEF,NO
JIDJFJDIEIEH,NO
HCJJGEAEBGEBEAI,NO
DCADGE,NO
FBDAHBJHBHIB,NO
DCHDBGGGFFHADII,STEAL
AJHBHIHEAAIFEADC,NO
ADBHCEFGBDCIIGDG,NO
FJFIDIJCBIIHFAEJI,NO
IJDCDJI,NO
FFCEGABF,NO
IBHGGCCB,NO
JBIIIGAEDCHEBCGAHFI,NO
JHEGGECFBIBAFEHBIA,NO
GIJJECGGIJCE,NO
AHEEFHFEH,NO
JCGEHFG,NO
JGGBHCAGFDJDGCJHDHE,NO
DGBJCGJEJDHFFCCD,NO
EFBDBBBIDHECABAH,NO
ICGAGIEHJI,NO
BFGFBDBB,NO
CJIJIGHEFGDFABIAJEBG,NO
EAGIHGICGCAIICIG,NO
CICHFH,NO
CEBDIFAICAJGICBFAHJB,NO
CHBDBBFIDIIAJEBDIH,NO
GAACCBCEBGAHHBJBJDI,NO
HEJCJHJEHBACEBEFHC,NO
AIBJBCDGE,NO
EDHCBJDDC,NO
CFADFEEBA,NO
BCFDEHBIDDFAHHCHFA,NO
CCDFJFCF,NO
JFAGBAIDJ,NO
BDIFECG,NO
CEGCFIJACIIHGBEADGDG,NO
JGGBCDCG,NO
GAHBJIHJBJBHEG,NO
CFFABD,NO
JBHFFJADJBCAECCE,NO
CCADIEJIDE,NO
IDHEAEGF,NO
BDEEFIEJJDBJ,NO
FICBJIABJHBHEAJJA,NO
HACIDHDAHCCGIBBDH,NO
DACIHAEJ,NO
GACBIJBIJJHFG,NO
IGDGBAFJFEEADDJHHA,NO
FAFECIDIBFJFHGCHGDB,NO
FDJJJCHHBFGIJ,NO
AAIJCDDFHEIFHBIFECD,NO
CCFDCFDIACIBJF,NO
IGIIEDHCGJAJJIHJC,NO
IEJCEBCHFEG,NO
CCGDCAIHDDDIBIEBFCJ,NO
GFIDDJHBCEI,NO
GIDDEAGAFEHGCDH,NO
IAFAHHJ,NO
IEGEEAHHFAHAGIG,NO
GAGJFDIHIFBCHGJH,NO
BFHCGH,NO
GDAIJHJEAAAGJH,NO
JJFCGHGFHEAJDFE,NO
IFACACDAJAGJJEBJ,NO
AEJIJBJ,NO
IHECEDACAG,NO
JAFDGBJEIHBED,NO
BFDGDGEGFF,NO
AGFBBAI,NO
JEGGAFFDDGE,NO
CDICEHCDCABEJ,NO
DHFDFEFBGEAJHCD,NO
FHCIIFEFDG,NO
DACCAEDAGI,NO
BCEBBGAFDIJIHFGIICI,NO
HAGFBHAJBBFFIJFAF,NO
JEIIIIFGHH,NO
BGFFFDJJCCEHDBF,NO
JGFGFDAAHJHAJ,NO
FBDHGFCFF,NO
FJEFJCJG,NO
JDABAFHBAC,NO
DHHHDEHBJE,NO
ADAGBHF,NO
DGHJDJJJBJGDIGA,NO
IIDBJCHCCAECA,NO
FJJFEEECDEGEDIJIJA,NO
DGACAGJGIFE,NO
CDEJBBF,NO
ABDJFFGEEJBJJCJB,NO
FBAFIIIHGJHFCFAIIGBF,NO
HABEJAJAEFFEEBHDCEEC,NO
IJAIFFHJBJBDAHDI,NO
JAFJBAHDJ,NO
HEHCBGBHIDAJD,NO
GGEAJBBJEJBDCA,NO
DCBEAFBBI,NO
GBCHIDCBHFFBDCHHDE,NO
EAHGAGFEADJHFAJDJHB,NO
DBEJFCCF,NO
BHFHIHJ,NO
GEJBGECGBIABAH,NO
GJCBEFCGC,NO
GCHIEABACFIJC,NO
HJEFIGEJDJIFJJHDEJB,NO
HDAGGAECFCHIBCHAJHB,NO
FDIGCHE,NO
IGBECD,NO
JJACFIFFGIBBCCCIFGHJ,NO
IABDJAGEECBE,NO
JJADHHBBEBCEEIAGFBE,NO
AIBBAEFD,NO
AHIHDBCCDI,NO
GCHEEF,NO
GDCAHABAGDCHJIFBJAEA,NO
JEAAIEIECEJE,NO
DDFICEBBIAIHIABE,NO
HFDBAICHCDHECFJ,NO
BFCCGAEFEDGBDHEGFEB,NO
GCAGEJCECG,NO
HBBHIDHJGHJBBA,NO
JDBFDBD,NO
EBHIGJ,NO
GIHDEIJJCDBCBCAIC,NO
CJBBJIBEIJBIE,NO
JGJHAHDDBCEGCCAFJE,NO
ADFHFCBEGICIGDH,NO
JAGGAGJGAF,NO
ACHBJFC,NO
EFAEBCAEEB,NO
HJJECAGIBB,NO
IJIDHEJCBGCHG,NO
HIIAGFDCFAE,NO
GGHBHGGJF,NO
BJJGABHJHH,NO
GHHDJIJHEEJ,NO
FJBHJIHFDECDAED,NO
GEAEJHICJGC,NO
HEBGACCCEDGIJGIBBA,NO
EBHJHI,NO
HHDHACJIJHDJFFIAIB,NO
ICAIEHBEBCACBCCIG,NO
EBCFCBIJIHDFDEIHEDD,NO
GAFDFIC,NO
JJEFHAEBBDIHGEEJIEF,NO
EAFIEAJBCGCJ,NO
IAJCDEHACGJGJBGIHE,NO
FHGCCDJJIDFHIHGAJ,NO
FGAEIDECDH,NO
FDBCAEHJHGEHGCDHGI,NO
ADIAAGBBEAB,NO
EDIDFGBECIFEDJBJBIGB,NO
ABFGFECEFGAJFGAAIEFJ,NO
EBGFFHFAFA,NO
GFBEJDCJGAGEIHJ,NO
CEHDAFBJJFFFBCF,NO
DEFJFJCEFFDEG,NO
HJDADAA,NO
EJIEFCEHAJGBFB,NO
DBEGIAGFEFJJHBAEG,NO
ECEJEH,NO
GFAIAIEDCJJDCJAJEJE,NO
EFBCIJDGHGEGDJFGIC,NO
CCBHIJE,NO
DCFDFHGCIFG,NO
FAIAAJDCDICGIABICCCC,NO
IEHFCGCCA,NO
GHIBBEDAIAHB,NO
IGADCBBBCFI,NO
HCCIDIFJHCFIH,NO
BGEBHAB,NO
EJJGHBHDECJCFAEBBD,NO
AJHCICCEHEJJEBHJB,NO
CEEEHC,NO
AFHBADHFHEHJCA,NO
HJIGDHJJJAEEHJDA,NO
IBBFCJEGBA,NO
GCEABHGEEDACB,NO
AIGBEAIEBFAIDGJEFD,NO
BBCJJAGCI,NO
GGFJDIIHDBJDICJIHIA,NO
JHAFABBIJCJEHGJHJHB,NO
FBAEJGGGBAAIBI,NO
FBJIFEHICIGBBDC,NO
JAIDIEGEFEEJGEIC,NO
GGFHHGEIDJJA,NO
CIFJDEEHFBECJDB,NO
BJEFGCHCDACCBD,NO
JGGDJGEHCHFHFCCJE,NO
CAEBIDHJEI,NO
GFHGHEBGBDDJHB,NO
CIFEGCCFIBIJHHBCEA,NO
AEDFIF,NO
FIDGDFDCHEDFFC,NO
JFIEDFGICBE,NO
EJCAAC,NO
JIFEJDDII,NO
DGDJCJJIBHJGBB,NO
JDIHCIJEHJAJGFDHCJF,NO
IHGHGBFG,NO
DBHIAFAHFBDCEFGCBJ,NO
EHBDBAJ,NO
ACFIDJGIA,NO
EHIEBFBGJA,NO
IBGBJBDHHDGCICAICG,NO
AFBGCJDICAGCI,NO
DHJADAIGFDEAFJJ,NO
ICDCHHFDHDDBCBHGFG,NO
HHFEBIGAHJA,NO
AAFADIEEBHEEHI,NO
HDCEGBFIGFBE,NO
HEFIDAHBBDIBFCDEFDD,NO
BEBCCEFGCBIDCECDFJC,NO
IFEDGIJJFIJD,NO
FIAEFIBE,NO
EJIACBEIIAI,NO
FACGJCEJ,NO
DGAIJBFIIEHA,NO
CGFABECHJCAAAFGDFF,NO
DBCCICHJGHFFIFIF,NO
BFHDABDG,NO
JBHGCDC,NO
IHEJGD,NO
ICBJHABCGEECDDCEHFD,NO
FGBCJF,NO
BFEFAEAFJCAJIIGIFGE,NO
EFDEBBFBGAFFABFFBI,NO
BHCAAE,NO
FCHIDHEG,NO
IFJCEDDFCEIGG,NO
GIAHDHCHDCEFJ,NO
HFICFFEAIDBBEJG,NO
EEBAAJJD,NO
AEBAFBH,NO
EDEFEAHJDAFHG,NO
FDEJIJCBEGDDCHIDFAIF,NO
EBFJDAC,NO
DDHHBIFJF,NO
DIABCAGAFFJBCGFCBECB,NO
CHICGIAFDJDCBBIIB,NO
HBGCBIACBCAJGICI,NO
HCBIAHIH,NO
BCEEGABHEJHDB,NO
GAHGHFGDFEJEGGJCCBB,NO
EAGBDBJEHDAFFII,NO
JDGGCJB,NO
FEAGHHJAHAFEAJIFCHC,NO
JIACJABGHEFCJ,NO
CJGAFBHGDIHCCJACB,NO
GBEHFE,NO
HAJGBAAHJDAJIHJJEJBF,NO
GIBGHFFFGFEFFEHGG,NO
GCCGJBFF,NO
GJFGFGGIDBEJDIGBADH,NO
DHDDAFAFCDAGGIEAHE,NO
FFABIJG,NO
FGCABHAHJIHBFAAFCG,NO
GFGJIEIFBC,NO
EAAAHJIDDCJBBFED,NO
HECCGGCHABIBJEJDDCCA,NO
HFBBCBCCDFBHFFIDFJIE,NO
EHGGCCIJFBJCJJDCDGEE,NO
DCAAJDBAJHBBAEBG,NO
HCAGBHG,NO
FHHFGFABCICBJ,NO
CIEGHFAEAIJFGEGAHGH,NO
GFEGGICDF,NO
FBHHJEDHC,NO
DGIABABHBFCEIBF,NO
HIGFJJIBBFCEEG,NO
JCADCBDDHAAIJCAHCEBA,NO
GGIGDEJHDEBGDDDAAD,NO
DGIHHIE,NO
IEGDFJ,NO
IJHJIFBFCFIBAGHBCJJ,NO
JBFHBAJCHHIJ,NO
ABIGJIDHHFCHGFG,NO
FEDGEEHEI,NO
FIJJBJDCJFD,NO
DHHDFECCJJICA,NO
JGABAJG,NO
FBGCFJCAGFJABAEIEAA,NO
AEDBIDEG,NO
CBHIEIJ,NO
CCCDIGEDCADBHAGAHABC,NO
CIAACC,NO
EDDHIIDBCFEBGAIGJE,NO
GBFAACJIIGCEIEDDFHI,NO
HBHFJFFBFFHIDDFJGEI,NO
DEEFDCJAAFACDCBFBBJG,NO
IIECBGB,NO
ADHDGJJHGJFBAACEC,NO
JEIBIA,NO
CHGADFHF,NO
DEDCJGEGAI,NO
JGCBHECAC,NO
DAEHGCDAGBGIJHBAGIA,NO
JEBDDFHFEBDDBIBGEGH,NO
BHGBHEIHJDABCAGG,NO
HEFBBJCA,NO
HAEIDCGGFDHIAGHBC,NO
AEGDGHFIFCGH,NO
ADECAAJCIDIGCG,NO
EIEGADECDHIJAAGHC,NO
IBIFHEHGBAJDBDCHFGAH,NO
EIJHDA,NO
DHJDCDEFGA,NO
CBGADFIAFGD,NO
HHIGHHDIHJ,NO
JECGGFDEHDAIDB,NO
CFBDGICFD,NO
AFFCCJFIBAAJHGGJAE,NO
CADDEIBJJHBBGBAF,NO
JCEEAAHCH,NO
JEDIGCIG,NO
BAJEEDDHFEIHCBACAE,NO
CEDFBJHCJHCFCBFE,NO
HEECAGCGFBFBG,NO
JICGFGC,NO
AHGCICJGJEHGAJADHAH,NO
EEHAGHDGCIHACGEEGFD,NO
FGCJJHAD,STEAL
ADGCHCCGD,NO
CFICHG,NO
EAJFCDFBCJJIHJAH,NO
BFGHDEFCCJBFFE,NO
AIFEGCF,NO
GFHFIIBGDAFDCDBFJ,NO
HICIIA,NO
BDGIIGDEDBDGFIHJEIG,NO
CAIFJFJG,NO
JIABBJD,NO
ABBJGCADACHGGAHA,NO
ABJDGDHBG,NO
AAIDFCAHF,NO
HGAJFDBHJIDBGJFGHDJD,NO
AADFGJHGGJJGAJJ,NO
IEHCDHDIGEIJJFFFF,NO
HBHDGI,NO
FHJABFDECGBD,NO
AJCCHABECFGEHIHE,NO
JIGJCHJEAAJDGC,NO
EAACGJGBFIHEAIEEG,NO
IACEHEFCEEJFCI,NO
CECFCCHIGA,NO
BIAJCDHBEBBEI,NO
JFDHHJFGCCGH,NO
BAAIHDJGHJH,NO
BCECBFDDIHHDF,NO
BICBAIIDGCABFDJCDGC,NO
DGAICCJCBADGFDACJIBI,NO
CJJIEED,NO
HAGJIHH,NO
EFICEDDFICDCEFAE,NO
ADCIBJE,NO
HJCEEDCCIEBDEHDJF,NO
CDBDFCGFEJHBI,NO
GDJBCJGGIEBHBEIG,NO
DJBIAHEAEFAAF,NO
EEHJJIACIBI,NO
GEJFCAJCAE,NO
BIBAJJBEBADIAFCDBJI,NO
EJGFJDIAAH,NO
HHJIAECBDGEGCIAFJ,NO
FDDCDACDCFHIBBJBIGE,NO
BEBAEGAJBEGADIHJG,NO
BHGAGAJHFEC,NO
ECJJGCHDAACHGII,NO
JCIFCJDHD,NO
AABDFI,NO
BCEECEEECBEIJ,NO
EHBDIACHJEHFCFG,NO
EHJGHCDEDDDDDJ,NO
HDHFHDAIBABCH,NO
IIADCHD,NO
AHIAECBFBAC,NO
DBAADBGCB,NO
IJHCJAIIE,NO
HAGFBC,NO
BCIAEJHHIHIIEHACDG,NO
HHHGIFAHCDDJIDHDAF,NO
CBDCHAFG,NO
EAEJFEEBABGJIDD,NO
CFAGJJGAAAIACGHEIDIJ,NO
BFEIDAJF,NO
CBIDHCFCCDIFADDIIE,NO
DFICEBE,NO
IBBDGBHJFJ,NO
HIFDFD,NO
FIHIAEAFD,NO
GDDAIJGCC,NO
GHFCDAAAGJHJGEGFBFBF,NO
IIBGCACHAGHAH,NO
FAFJCJFIBJE,NO
JCBFEEI,NO
EBGECEEFJBIDBGI,NO
BEAJDHIHDEIDAA,NO
BCFAHCDHHHECHC,NO
GDGAEGFHCICJFEAAD,NO
CDDCJGH,NO
FHCGGAE,NO
HHCCGJDG,NO
CABJGIJCFHD,NO
FGHIFHACHFBADDFJDD,NO
AIGHHBHDHHDAABD,NO
BGHCIHJGDDHCFIICFIDH,NO
CJDICGGAGIFDF,NO
DCEIEFCHEGECIAHID,NO
HFJCJFAHD,NO
ADJIEBIGCHEEBDF,NO
FDHAECA,NO
FJACFAEFBDB,NO
DEAHIBI,NO
DHFJAGBBBBBECEFBJ,NO
JJFEFIHCDEBIEF,NO
EEJBBIFFE,NO
IBFIGIJG,NO
DHFJEJI,NO
JGAAJECIHHAE,NO
AICIDABJBDCBGAA,NO
FGGIGHCHDFIJFE,NO
IDDHIABEGJFCEHBJHF,NO
BABBIFGBJGFJBHEA,NO
EEIIAABAGIHEIGABEGJ,NO
CFBIBIFEDEHIJH,NO
JCDHFAHICGBBCI,NO
BIFFCFFDHFAA,NO
AABEJGGGHFCDB,NO
IJEEJIGHCABH,NO
EJHBAEFAJ,NO
CIJGBEDBGBDDA,NO
FICEJDBEFDFEIIJAJ,NO
BGJBFBBACGBFG,NO
IJDBCIJEJAHBBG,NO
CFAABDDAFAEBABCF,NO
FAGAFGABJFAIFC,NO
ADBBCGHEDB,NO
CGDAHA,NO
DBCGEIAGAC,NO
DIEJDEIGCBHBFDIEAEJE,NO
ADHIJIHBBCGJ,NO
EFAEGBHFCJDF,NO
HJCEHBE,NO
HJADBB,NO
JBGGFHHGIEIAIHHH,NO
BBJCIDFFGJHE,NO
HAJGIHBCIGJGHBEDEBHF,NO
HDDFJHIBAFHEHB,NO
GJGBFGG,NO
DBGFFBJEDEIBCACFFII,NO
ICBIEHFE,NO
IBIIIFCIAFJBHEJBCGDD,NO
JCBAFFCEIJCDIDIH,NO
CIJHDCIECEIHGIADGGEF,NO
IBJJGIHDJDHIF,NO
BJHHGJIGBFEAHCCEF,NO
IDIBBDBEJGGEGBAIH,NO
IACBFB,NO
DJHBHCJDJHCJHBIH,NO
AECCHDI,NO
JBBCECEHFHHJDAGEIG,NO
JHFHIFHGEHFFE,NO
GHFFGJE,NO
JCFEHIDHHDBHFJCDGGD,NO
BCJAGEFFBIHHCBDC,NO
EDFECIHDHBGFJADI,NO
ICDFGAIJCDFFBC,NO
FGFCCHIG,NO
ECJDCDIHB,NO
DCBIGGEJHJGBDHFHJDB,NO
HHHBCGIEBGIBD,NO
BIFAAJEG,NO
JGAIJEBHAGEC,NO
DEEEABEICJ,NO
GEFBIEBGCHEAJGBDIEIA,NO
HDDCCCIFEGI,NO
DGHBFJEJJJCIIAJHJ,NO
HCEAAIFEGBGDHEB,NO
JHCCIIJDJA,NO
AEJADBFIECEEFEBEBDH,NO
GEDICFFDFCAJFGGHBC,NO
GHBIAJEFIJFCHIFHIC,NO
AICDGGJIE,NO
CJGIAEEHG,NO
ECBGJHDCHBG,NO
EDFADAEJBCFFF,NO
EAHAEAICDFECGEDHGFCI,NO
AIBJECFG,NO
HCBJFEAIFCDIHHICGHFA,NO
EDHBAGHDEIACHC,NO
IEEAJGCDCEEJC,NO
HAAFGIAAJAC,NO
FDHEIJDCEBJIDDBBI,NO
GHGIBHBAFBFJCJHJFGFJ,NO
HCJBCFEGBAAFHDBFD,NO
HGIAJEGDGJBIACFCE,NO
EBHJABEIJFFFFCC,NO
GGIIIGGJCIGJ,NO
GHCDEGHGFECAG,NO
JJJJFCEBDCE,NO
GACJJGAGBBDGBAE,NO
CAFBJCCFCEIICHI,NO
CCCJFC,NO
EIGJGIEBFACAGGIHGJH,NO
CJGEAJCCDEFDGEBIEHDE,NO
HAIJBIBEFFDF,NO
JBJJGDJDIEDEIGFFB,NO
DJFCDG,NO
IDEBIGI,NO
HDGFDHFHCHAH,NO
ABEBHICECEJC,NO
